image_name,teacher_score,lite_nima_score,abs_diff,rel_diff_pct,teacher_time,lite_nima_time,speedup,emd,js_divergence
Screenshot_20250327_121408.png,6.219316005706787,6.349939346313477,0.13062334060668945,2.100284669356416,11.606693267822266,2.5072097778320312,4.629326740205402,0.016121648,3.267634747317061e-05
Screenshot_20250327_121411.png,5.986617088317871,6.234851837158203,0.24823474884033203,4.14649450897287,6.56890869140625,2.125978469848633,3.0898284176292474,0.02533862,9.285919804824516e-05
Screenshot_20250327_121414.png,5.876667499542236,6.066004753112793,0.18933725357055664,3.221847306918506,11.499166488647461,3.038644790649414,3.7843075715967047,0.01975175,6.244622272788547e-05
Screenshot_20250327_121416.png,5.384225368499756,5.585859775543213,0.20163440704345703,3.744910237656709,6.567955017089844,3.1595230102539062,2.078780561424691,0.021436915,6.438541458919644e-05
Screenshot_20250327_121418.png,5.251748561859131,5.531938552856445,0.28018999099731445,5.3351752791859965,12.479305267333984,4.489898681640625,2.779418011894647,0.028888747,0.00011021248064935207
Screenshot_20250327_121427.png,6.037801742553711,6.301962852478027,0.2641611099243164,4.375120634759174,13.996601104736328,4.5070648193359375,3.105480321625053,0.026905388,9.817850514082238e-05
Screenshot_20250327_121428.png,6.010054111480713,6.307670593261719,0.29761648178100586,4.951976741981135,10.201215744018555,3.521442413330078,2.8968855788761,0.030436203,0.00013594242773251608
Screenshot_20250327_121430.png,5.8050737380981445,6.2945404052734375,0.48946666717529297,8.431704561528134,10.506391525268555,4.002809524536133,2.624754303412949,0.049335122,0.0002778148773359135
Screenshot_20250327_121432.png,6.047487258911133,6.442073822021484,0.39458656311035156,6.524801892371378,8.41665267944336,2.074003219604492,4.058167605471893,0.039669566,0.00019022696505999193
Screenshot_20250327_121434.png,5.907891273498535,6.197917461395264,0.2900261878967285,4.909132116187047,9.264469146728516,2.5157928466796875,3.682524639878696,0.029652633,0.00011998175614280626
