image_name,teacher_pt_time,teacher_onnx_time,teacher_speedup,teacher_score_diff,lite_pt_time,lite_onnx_time,lite_speedup,lite_score_diff
Screenshot_20250327_121408.png,32.98840522766113,3.0106544494628906,10.95722069118439,1.9073486e-06,10.24775505065918,1.117706298828125,9.168558020477816,1.4305115e-06
Screenshot_20250327_121411.png,34.839820861816406,2.84576416015625,12.24269436997319,0.0,10.51034927368164,0.8091449737548828,12.989451352466261,0.0
Screenshot_20250327_121414.png,33.066463470458984,2.728271484375,12.11993148769575,0.0,10.77880859375,0.9149551391601562,11.780696268501147,2.861023e-06
Screenshot_20250327_121416.png,32.49959945678711,2.9881954193115234,10.875995340450316,1.4305115e-06,11.284732818603516,0.8005619049072266,14.0960152480791,1.4305115e-06
Screenshot_20250327_121418.png,32.39274024963379,2.7487754821777344,11.784425632307531,1.4305115e-06,10.165691375732422,0.8006572723388672,12.696682746709547,2.3841858e-06
Screenshot_20250327_121427.png,32.25102424621582,2.7303695678710938,11.811962975899407,4.7683716e-07,10.281181335449219,0.7249355316162109,14.182200881404986,9.536743e-07
Screenshot_20250327_121428.png,34.60712432861328,2.501678466796875,13.833562061604148,4.7683716e-07,10.261201858520508,0.7038116455078125,14.579471544715448,4.7683716e-07
Screenshot_20250327_121430.png,33.18619728088379,3.066253662109375,10.823043667579,9.536743e-07,10.420751571655273,0.8454322814941406,12.32594472645234,2.861023e-06
Screenshot_20250327_121432.png,32.54561424255371,2.6070594787597656,12.483648534952628,1.4305115e-06,10.432767868041992,0.7314205169677734,14.263706890931612,4.7683716e-07
Screenshot_20250327_121434.png,32.78822898864746,2.414846420288086,13.57776987935154,4.7683716e-07,10.47353744506836,0.8392810821533203,12.479177319470484,1.9073486e-06
