image_name,teacher_pt_time,teacher_onnx_time,teacher_speedup,teacher_score_diff,lite_pt_time,lite_onnx_time,lite_speedup,lite_score_diff
Screenshot_20250327_121408.png,31.9840669631958,2.7420759201049805,11.664179948004973,1.9073486e-06,9.889674186706543,0.9774208068847656,10.118133476436725,1.3106971
Screenshot_20250327_121411.png,32.27949142456055,2.566671371459961,12.576402177345942,0.0,9.608697891235352,0.6559133529663086,14.649340263894443,1.1746602
Screenshot_20250327_121414.png,32.29086399078369,2.9649972915649414,10.890689203206794,0.0,9.627461433410645,0.8150100708007812,11.812690147437397,1.1666303
Screenshot_20250327_121416.png,35.515618324279785,5.884313583374023,6.035643379820588,1.4305115e-06,11.469340324401855,0.7943630218505859,14.438411669367909,0.7194967
Screenshot_20250327_121418.png,42.61806011199951,3.6395788192749023,11.70961318004651,1.4305115e-06,12.100028991699219,0.9658575057983398,12.527757892917974,0.65914917
Screenshot_20250327_121427.png,35.49809455871582,2.9330015182495117,12.102992220713874,4.7683716e-07,10.788178443908691,0.8884191513061523,12.143117838069935,1.3552938
Screenshot_20250327_121428.png,36.829376220703125,5.4671525955200195,6.736482213955841,4.7683716e-07,10.251712799072266,0.7004737854003906,14.635398230088496,1.3106384
Screenshot_20250327_121430.png,31.998658180236816,2.8439998626708984,11.251286823265094,9.536743e-07,10.230684280395508,0.6695747375488281,15.279376157242558,1.3553324
Screenshot_20250327_121432.png,32.854628562927246,4.469561576843262,7.350749731952824,1.4305115e-06,11.2945556640625,0.8820295333862305,12.805189890525746,1.4033637
Screenshot_20250327_121434.png,37.08381652832031,4.14884090423584,8.938355888860155,4.7683716e-07,10.393691062927246,1.0609626770019531,9.79647191011236,1.2390747
